N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
1245.0,세우글로벌,1591.0,상승  51,+3.31%,500.0,361.0,545.0,24.0
1246.0,신한 인버스 2X WTI원유 선물 ETN(H),72.0,하락  3,-4.00%,0.0,,,
1247.0,TIGER 일본반도체FACTSET,11525.0,하락  70,-0.60%,0.0,,,
1248.0,TIGER 차이나HSCEI,11095.0,상승  25,+0.23%,0.0,,,
1249.0,ACE 5월만기자동연장회사채AA-이상액티브,10375.0,보합0,0.00%,0.0,,,
1250.0,미래에셋 KRX금현물 Auto-KO-C 2810-01 ETN,15080.0,하락  5,-0.03%,0.0,,,
1251.0,KODEX 미국러셀2000(H),13420.0,하락  45,-0.33%,0.0,,,
1252.0,KODEX 200타겟위클리커버드콜,9770.0,상승  135,+1.40%,0.0,,,
1253.0,SJM,2880.0,상승  15,+0.52%,500.0,1989.0,2516.0,132.0
1254.0,시디즈,22450.0,상승  200,+0.90%,500.0,2001.0,951.0,-19.0
1255.0,RISE 버크셔포트폴리오TOP10,13005.0,하락  105,-0.80%,0.0,,,
1256.0,계양전기,1643.0,상승  22,+1.36%,500.0,3816.0,2321.0,-39.0
1257.0,KOSEF 미국나스닥100(H),17160.0,하락  110,-0.64%,0.0,,,
1258.0,삼성 KRX 금현물 ETN,22200.0,하락  10,-0.05%,0.0,,,
1259.0,미래에셋 미국 테크&반도체 TOP3 ETN,14795.0,하락  80,-0.54%,0.0,,,
1260.0,한화솔루션우,17230.0,"상승  2,080",+13.73%,5000.0,,,
1261.0,KOSEF 코리아밸류업,9530.0,상승  185,+1.98%,0.0,,,
1262.0,일진디스플,859.0,상승  39,+4.76%,500.0,543.0,1119.0,-80.0
1263.0,RISE 대형고배당10TR,17990.0,상승  390,+2.22%,0.0,,,
1264.0,TIGER 레버리지,14180.0,상승  525,+3.84%,0.0,,,
1265.0,TIGER 차이나전기차레버리지(합성),5635.0,하락  225,-3.84%,0.0,,,
1266.0,KODEX 국채선물10년,69630.0,상승  190,+0.27%,0.0,,,
1267.0,HANARO Fn조선해운,15650.0,하락  215,-1.36%,0.0,,,
1268.0,DL이앤씨2우(전환),20700.0,하락  300,-1.43%,5000.0,,,
1269.0,신풍,1249.0,상승  7,+0.56%,500.0,269.0,1042.0,-40.0
1270.0,한창제지,730.0,상승  7,+0.97%,500.0,2760.0,2889.0,-115.0
1271.0,삼일씨엔에스,3415.0,상승  30,+0.89%,1000.0,2164.0,3549.0,52.0
1272.0,SK디스커버리우,31950.0,상승  150,+0.47%,5000.0,,,
1273.0,한투 레버리지 금 선물 ETN,43360.0,상승  845,+1.99%,0.0,,,
1274.0,미래산업,808.0,상승  6,+0.75%,500.0,217.0,1022.0,-175.0
1275.0,RISE 코리아밸류업,9470.0,상승  110,+1.18%,0.0,,,
1276.0,SK케미칼우,20350.0,상승  550,+2.78%,5000.0,,,
1277.0,ACE 미국주식베스트셀러,17520.0,상승  60,+0.34%,0.0,,,
1278.0,KODEX 유럽탄소배출권선물ICE(H),10690.0,상승  225,+2.15%,0.0,,,
1279.0,한투 코스피 양매도 3% OTM ETN,8510.0,상승  65,+0.77%,0.0,,,
1280.0,WON 대한민국국고채액티브,57880.0,상승  410,+0.71%,0.0,,,
1281.0,HANARO 32-10 국고채액티브,56890.0,상승  240,+0.42%,0.0,,,
1282.0,KODEX 차이나H,19630.0,상승  20,+0.10%,0.0,,,
1283.0,ACE 글로벌인컴TOP10 SOLACTIVE,11550.0,상승  5,+0.04%,0.0,,,
1284.0,대신 S&P 인버스 2X 천연가스 선물 ETN,42040.0,상승  475,+1.14%,0.0,,,
1285.0,삼성 레버리지 나스닥 100 ETN,41880.0,하락  535,-1.26%,0.0,,,
1286.0,우진플라임,2090.0,상승  30,+1.46%,500.0,2121.0,3184.0,91.0
1287.0,영흥,412.0,보합0,0.00%,500.0,5000.0,5441.0,13.0
1288.0,남성,1151.0,상승  21,+1.86%,500.0,697.0,2581.0,-61.0
1289.0,대원화성,1003.0,상승  11,+1.11%,500.0,1222.0,1384.0,-64.0
1290.0,KODEX 미국달러선물레버리지,17025.0,하락  5,-0.03%,0.0,,,
1291.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),41300.0,상승  225,+0.55%,0.0,,,
1292.0,KOSEF 통안채1년,102950.0,상승  15,+0.01%,0.0,,,
1293.0,HANARO 원자력iSelect,17820.0,상승  145,+0.82%,0.0,,,
1294.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),40960.0,상승  410,+1.01%,0.0,,,
1295.0,TIMEFOLIO 코스피액티브,8900.0,상승  115,+1.31%,0.0,,,
1296.0,미래에셋 미국 AI TOP3 ETN,13590.0,상승  70,+0.52%,0.0,,,
1297.0,아센디오,393.0,상승  8,+2.08%,500.0,69.0,485.0,-104.0
1298.0,한투 인버스2X일본니케이225선물 ETN(H),16265.0,상승  140,+0.87%,0.0,,,
1299.0,TIGER 엔비디아미국채커버드콜밸런스(합성),10120.0,상승  90,+0.90%,0.0,,,
1300.0,핸즈코퍼레이션,1845.0,상승  24,+1.32%,500.0,7495.0,9766.0,-215.0
1301.0,RISE 금융채액티브,102930.0,상승  125,+0.12%,0.0,,,
1302.0,한익스프레스,3360.0,상승  30,+0.90%,500.0,6684.0,4275.0,87.0
1303.0,KODEX 미디어&엔터테인먼트,11190.0,상승  290,+2.66%,0.0,,,
1304.0,WON 단기국공채액티브,53100.0,상승  10,+0.02%,0.0,,,
1305.0,PLUS 미국채30년액티브,53345.0,상승  470,+0.89%,0.0,,,
1306.0,KOSEF 글로벌AI반도체,16035.0,상승  90,+0.56%,0.0,,,
1307.0,대림통상,2620.0,상승  20,+0.77%,1000.0,1457.0,1771.0,-49.0
1308.0,TIGER 글로벌AI인프라액티브,13470.0,상승  170,+1.28%,0.0,,,
1309.0,파워 200,32910.0,상승  635,+1.97%,0.0,,,
1310.0,MH에탄올,5350.0,상승  20,+0.38%,500.0,1055.0,4452.0,189.0
1311.0,KODEX K-신재생에너지액티브,16400.0,상승  345,+2.15%,0.0,,,
1312.0,유화증권우,2250.0,상승  55,+2.51%,1000.0,,,
1313.0,모나미,2080.0,하락  60,-2.80%,1000.0,1415.0,1959.0,-23.0
1314.0,신한 금 선물 ETN(H),19470.0,상승  210,+1.09%,0.0,,,
1315.0,유니드비티플러스,3660.0,상승  15,+0.41%,1000.0,1688.0,2199.0,-41.0
1316.0,키움 코스피 200 TR ETN,9680.0,상승  210,+2.22%,0.0,,,
1317.0,TIGER 200 헬스케어,19740.0,상승  155,+0.79%,0.0,,,
1318.0,RISE 글로벌리얼티인컴,10315.0,하락  65,-0.63%,0.0,,,
1319.0,KODEX 미국S&P500배당귀족커버드콜(합성 H),8215.0,하락  55,-0.67%,0.0,,,
1320.0,KC코트렐,600.0,상승  9,+1.52%,500.0,4366.0,4144.0,-211.0
1321.0,삼성 미국 대형 가치주 ETN(H),19245.0,하락  95,-0.49%,0.0,,,
1322.0,KODEX 인도Nifty50레버리지(합성),18280.0,상승  300,+1.67%,0.0,,,
1323.0,부산주공,486.0,보합0,0.00%,500.0,2417.0,2382.0,4.0
1324.0,미래에셋 2X 미국 테크&반도체 TOP3 ETN,38235.0,하락  610,-1.57%,0.0,,,
1325.0,KOSEF 미국달러선물,16400.0,상승  5,+0.03%,0.0,,,
1326.0,TIGER 인버스,5265.0,하락  115,-2.14%,0.0,,,
1327.0,SOL 자동차TOP3플러스,10505.0,하락  5,-0.05%,0.0,,,
1328.0,메리츠 미국채30년 ETN(H),7470.0,상승  45,+0.61%,0.0,,,
1329.0,ACE 삼성그룹섹터가중,13320.0,상승  150,+1.14%,0.0,,,
1330.0,TIGER S&P글로벌헬스케어(합성),22705.0,하락  135,-0.59%,0.0,,,
1331.0,체시스,1162.0,하락  2,-0.17%,500.0,490.0,906.0,46.0
1332.0,KODEX 건설,2785.0,상승  25,+0.91%,0.0,,,
1333.0,삼성 블룸버그 레버리지 WTI원유 선물 ETN,14795.0,상승  520,+3.64%,0.0,,,
1334.0,삼성 레버리지 S&P500 선물 ETN,36970.0,하락  390,-1.04%,0.0,,,
1335.0,유안타증권우,2850.0,하락  25,-0.87%,5000.0,,,
1336.0,한세엠케이,1221.0,상승  1,+0.08%,500.0,3168.0,2685.0,-42.0
1337.0,TIGER 글로벌클라우드컴퓨팅INDXX,12755.0,하락  45,-0.35%,0.0,,,
1338.0,KODEX 200IT TR,10470.0,상승  365,+3.61%,0.0,,,
1339.0,신한 구리 선물 ETN(H),18180.0,하락  85,-0.47%,0.0,,,
1340.0,SUN&L,2875.0,하락  90,-3.04%,1000.0,4411.0,6281.0,-302.0
1341.0,평화홀딩스,2475.0,보합0,0.00%,500.0,7971.0,5609.0,168.0
1342.0,에넥스,602.0,하락  13,-2.11%,500.0,2306.0,1440.0,-70.0
1343.0,TIGER 인터넷TOP10,3725.0,상승  50,+1.36%,0.0,,,
1344.0,미래에셋 1.5X 천연가스 선물 ETN,14330.0,하락  55,-0.38%,0.0,,,
1345.0,삼성 인버스 0.5X S&P500 VIX S/T선물 ETN,35790.0,하락  520,-1.43%,0.0,,,
1346.0,TIMEFOLIO 미국S&P500액티브,22055.0,하락  5,-0.02%,0.0,,,
1347.0,KODEX 미국부동산리츠(H),11700.0,하락  90,-0.76%,0.0,,,
1348.0,신풍제약우,16200.0,상승  90,+0.56%,500.0,,,
1349.0,한투 인버스 0.5X S&P500 VIX S/T 선물 ETN,35535.0,하락  495,-1.37%,0.0,,,
1350.0,KODEX 200ESG,13090.0,상승  230,+1.79%,0.0,,,
1351.0,SOL 미국나스닥100,13025.0,하락  70,-0.53%,0.0,,,
1352.0,KODEX iShares미국하이일드액티브,11735.0,상승  20,+0.17%,0.0,,,
1353.0,미래에셋 미국 방위산업 TOP3 ETN,11605.0,하락  30,-0.26%,0.0,,,
1354.0,PLUS 미국장기우량회사채,97185.0,상승  555,+0.57%,0.0,,,
1355.0,KODEX 고배당,10130.0,상승  35,+0.35%,0.0,,,
1356.0,KODEX 코스피100,25370.0,상승  440,+1.76%,0.0,,,
1357.0,RISE 2차전지TOP10,8705.0,상승  440,+5.32%,0.0,,,
1358.0,ACE 200TR,21325.0,상승  425,+2.03%,0.0,,,
1359.0,N2 미국 IT TOP5 ETN(H),48725.0,하락  330,-0.67%,0.0,,,
1360.0,신한 레버리지 미국달러 선물 ETN,17050.0,상승  10,+0.06%,0.0,,,
1361.0,한화투자증권우,7100.0,상승  130,+1.87%,5000.0,,,
1362.0,DL우,20150.0,상승  250,+1.26%,5000.0,,,
1363.0,솔루스첨단소재1우,2005.0,상승  88,+4.59%,100.0,,,
1364.0,메타랩스,1360.0,상승  42,+3.19%,2500.0,216.0,1119.0,-39.0
1365.0,DL이앤씨우,16000.0,상승  380,+2.43%,5000.0,,,
1366.0,메리츠 레버리지 금 선물 ETN(H),33795.0,상승  845,+2.56%,0.0,,,
1367.0,삼성 레버리지 China A50 선물 ETN(H),33710.0,하락  465,-1.36%,0.0,,,
1368.0,삼성 China A50 선물 ETN(H),16760.0,보합0,0.00%,0.0,,,
1369.0,PLUS 미국S&P500,15955.0,하락  85,-0.53%,0.0,,,
1370.0,PLUS 우주항공&UAM,13960.0,상승  100,+0.72%,0.0,,,
1371.0,ACE 인도시장대표BIG5그룹액티브,9560.0,상승  85,+0.90%,0.0,,,
1372.0,국보,2110.0,보합0,0.00%,500.0,474.0,914.0,-121.0
1373.0,한국전자홀딩스,713.0,하락  1,-0.14%,500.0,2668.0,5031.0,-247.0
1374.0,온타이드,494.0,상승  57,+13.04%,500.0,2244.0,1759.0,-36.0
1375.0,KoAct 글로벌AI&로봇액티브,15820.0,상승  260,+1.67%,0.0,,,
1376.0,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,13260.0,하락  495,-3.60%,0.0,,,
1377.0,ACE 포스코그룹포커스,4390.0,상승  190,+4.52%,0.0,,,
1378.0,KODEX 금융고배당TOP10타겟위클리커버드콜,9740.0,하락  5,-0.05%,0.0,,,
1379.0,DAISHIN343 K200,33010.0,상승  755,+2.34%,0.0,,,
1380.0,N2 레버리지 금 선물 ETN(H),32995.0,보합0,0.00%,0.0,,,
1381.0,TIGER 유로스탁스50(합성 H),17360.0,하락  120,-0.69%,0.0,,,
1382.0,HANARO Fn K-뉴딜디지털플러스,7165.0,상승  200,+2.87%,0.0,,,
1383.0,미래에셋 미국 자율주행대표기업 ETN,10955.0,하락  235,-2.10%,0.0,,,
1384.0,WISCOM,2130.0,하락  10,-0.47%,500.0,1123.0,1230.0,-29.0
1385.0,KODEX 한국대만IT프리미어,24985.0,상승  335,+1.36%,0.0,,,
1386.0,경인전자,20650.0,상승  100,+0.49%,5000.0,211.0,751.0,2.0
1387.0,KODEX 미국테크1조달러기업포커스,12960.0,상승  5,+0.04%,0.0,,,
1388.0,한성기업,5200.0,상승  80,+1.56%,5000.0,3206.0,2308.0,81.0
1389.0,메리츠 3X 레버리지 미국채10년 ETN,53645.0,상승  550,+1.04%,0.0,,,
1390.0,KoAct 배당성장액티브,9180.0,상승  35,+0.38%,0.0,,,
1391.0,RISE 컨택트대표,5850.0,상승  70,+1.21%,0.0,,,
1392.0,하나 -0.5X S&P500 VIX S/T 선물 ETN(H),31870.0,보합0,0.00%,0.0,,,
1393.0,메리츠 KAP 통안채 6개월 ETN,52890.0,보합0,0.00%,0.0,,,
1394.0,WON 미국S&P500,16270.0,하락  80,-0.49%,0.0,,,
1395.0,미래에셋 레버리지 미국 AI TOP3 ETN,31715.0,상승  300,+0.95%,0.0,,,
1396.0,KODEX 증권,7435.0,보합0,0.00%,0.0,,,
1397.0,신한 은 선물 ETN(H),15770.0,상승  175,+1.12%,0.0,,,
1398.0,KB 레버리지 FANG 플러스 ETN(H),62900.0,상승  850,+1.37%,0.0,,,
1399.0,HANARO MSCI Korea TR,13660.0,상승  270,+2.02%,0.0,,,
1400.0,TIGER 차이나바이오테크SOLACTIVE,5520.0,하락  50,-0.90%,0.0,,,
1401.0,SOL 미국AI반도체칩메이커,11190.0,하락  15,-0.13%,0.0,,,
1402.0,한투 일본니케이225선물 ETN(H),10360.0,보합0,0.00%,0.0,,,
1403.0,미래에셋 원유선물혼합 ETN(H),30970.0,상승  355,+1.16%,0.0,,,
1404.0,참엔지니어링,364.0,상승  14,+4.00%,500.0,763.0,6782.0,-281.0
1405.0,TIGER 글로벌멀티에셋TIF액티브,11655.0,하락  10,-0.09%,0.0,,,
1406.0,전방,18230.0,상승  30,+0.16%,5000.0,948.0,2370.0,-325.0
1407.0,SOL 코리아밸류업TR,9515.0,상승  160,+1.71%,0.0,,,
1408.0,메리츠 KAP 레버리지 일본 엔화 ETN,20290.0,하락  50,-0.25%,0.0,,,
1409.0,HANARO 200선물레버리지,15985.0,상승  595,+3.87%,0.0,,,
1410.0,PLUS 미국나스닥테크,35690.0,상승  85,+0.24%,0.0,,,
1411.0,KOSEF 국고채10년레버리지,111940.0,상승  535,+0.48%,0.0,,,
1412.0,KB 일본 로보틱스 TOP 10 ETN,15100.0,상승  110,+0.73%,0.0,,,
1413.0,신한 S&P500 VIX S/T 선물 ETN D,5025.0,상승  140,+2.87%,0.0,,,
1414.0,ACE KPOP포커스,8120.0,상승  145,+1.82%,0.0,,,
1415.0,KoAct 코리아밸류업액티브,9790.0,상승  140,+1.45%,0.0,,,
1416.0,RISE 중장기국공채액티브,109655.0,상승  200,+0.18%,0.0,,,
1417.0,한투 블룸버그 레버리지 WTI원유 선물 ETN,14880.0,상승  530,+3.69%,0.0,,,
1418.0,PLUS 미국단기회사채(AAA~A),131640.0,상승  180,+0.14%,0.0,,,
1419.0,RISE 게임테마,8335.0,상승  175,+2.14%,0.0,,,
1420.0,RISE 미국30년국채커버드콜(합성),9655.0,상승  55,+0.57%,0.0,,,
1421.0,미래에셋 -2X 미국채울트라30년 선물 ETN,14655.0,보합0,0.00%,0.0,,,
1422.0,원림,12750.0,하락  10,-0.08%,5000.0,844.0,1750.0,51.0
1423.0,KODEX K-친환경조선해운액티브,15005.0,하락  280,-1.83%,0.0,,,
1424.0,태원물산,3830.0,보합0,0.00%,500.0,92.0,374.0,-8.0
1425.0,KODEX 시스템반도체,8315.0,상승  385,+4.85%,0.0,,,
1426.0,메리츠 3X 레버리지 미국채30년 ETN,48395.0,하락  285,-0.59%,0.0,,,
1427.0,이화산업,10360.0,상승  120,+1.17%,5000.0,472.0,2660.0,-18.0
1428.0,신한 브렌트원유 선물 ETN(H),14460.0,상승  30,+0.21%,0.0,,,
1429.0,KODEX 3대농산물선물(H),8595.0,하락  25,-0.29%,0.0,,,
1430.0,미래에셋 인버스 2X 원유선물혼합 ETN(H),11550.0,하락  415,-3.47%,0.0,,,
1431.0,KODEX 미국S&P500금융,17495.0,하락  170,-0.96%,0.0,,,
1432.0,KR모터스,480.0,상승  21,+4.58%,500.0,784.0,1386.0,-179.0
1433.0,메리츠 레버리지 국채30년 ETN,7180.0,상승  40,+0.56%,0.0,,,
1434.0,TIGER 구리실물,11305.0,하락  35,-0.31%,0.0,,,
1435.0,화인베스틸,926.0,상승  7,+0.76%,500.0,1322.0,1903.0,-198.0
1436.0,미래에셋 미국 제약 TOP3 ETN,9470.0,상승  15,+0.16%,0.0,,,
1437.0,대한방직,5350.0,상승  10,+0.19%,1000.0,1494.0,1807.0,-18.0
1438.0,KODEX 코스피TR,12245.0,상승  205,+1.70%,0.0,,,
1439.0,세방우,7630.0,보합0,0.00%,500.0,,,
1440.0,세기상사,5060.0,하락  20,-0.39%,500.0,313.0,510.0,-8.0
1441.0,미래에셋 인버스 2X 코스피200 선물 ETN,14040.0,하락  580,-3.97%,0.0,,,
1442.0,대교우B,1435.0,상승  30,+2.14%,500.0,,,
1443.0,SOL 미국배당다우존스TR,10715.0,하락  60,-0.56%,0.0,,,
1444.0,미래에셋 2X 홍콩H 선물 ETN,27815.0,상승  305,+1.11%,0.0,,,
1445.0,BYC우,12890.0,하락  40,-0.31%,500.0,,,
1446.0,메리츠 국채30년 ETN,9250.0,상승  50,+0.54%,0.0,,,
1447.0,키움 INDXX 미국테크탑10 ETN,27740.0,하락  155,-0.56%,0.0,,,
1448.0,한투 인버스일본니케이225선물 ETN(H),9215.0,상승  45,+0.49%,0.0,,,
1449.0,KOSEF 글로벌퓨처모빌리티,11960.0,상승  10,+0.08%,0.0,,,
1450.0,코아스,8330.0,하락  70,-0.83%,500.0,737.0,704.0,-30.0
1451.0,비비안,918.0,하락  5,-0.54%,500.0,2173.0,1911.0,49.0
1452.0,히어로즈 국고채30년액티브,64690.0,상승  380,+0.59%,0.0,,,
1453.0,동일제강,1338.0,상승  42,+3.24%,500.0,1808.0,1792.0,-29.0
1454.0,RISE 5G테크,9835.0,상승  260,+2.72%,0.0,,,
1455.0,PLUS 코리아밸류업,9485.0,상승  140,+1.50%,0.0,,,
1456.0,ACE 일본반도체,11255.0,상승  30,+0.27%,0.0,,,
1457.0,에이엔피,593.0,상승  5,+0.85%,500.0,1409.0,950.0,-18.0
1458.0,삼성 레버리지 항셍테크 ETN(H) B,26715.0,하락  205,-0.76%,0.0,,,
1459.0,한투 블룸버그 인버스 2X WTI원유 선물 ETN,13300.0,하락  515,-3.73%,0.0,,,
1460.0,삼성 코스닥 150 TR ETN,8845.0,상승  360,+4.24%,0.0,,,
1461.0,KODEX 차이나심천ChiNext(합성),9270.0,하락  215,-2.27%,0.0,,,
1462.0,메리츠 레버리지 인플레이션 국채 ETN,13255.0,상승  100,+0.76%,0.0,,,
1463.0,RISE 미국AI테크액티브,10970.0,상승  25,+0.23%,0.0,,,
1464.0,TIGER 배당성장,19050.0,상승  130,+0.69%,0.0,,,
1465.0,RISE 미국반도체NYSE(H),13815.0,하락  20,-0.14%,0.0,,,
1466.0,신한 다우존스지수 선물 ETN(H),26155.0,하락  175,-0.66%,0.0,,,
1467.0,TBH글로벌,1241.0,상승  12,+0.98%,500.0,1971.0,1100.0,79.0
1468.0,ACE 인도네시아MSCI(합성),9895.0,상승  60,+0.61%,0.0,,,
1469.0,TIGER 차이나항셍테크레버리지(합성 H),6445.0,하락  25,-0.39%,0.0,,,
1470.0,TIGER 글로벌이노베이션액티브,17200.0,하락  20,-0.12%,0.0,,,
1471.0,KODEX 미국S&P500에너지(합성),14850.0,상승  195,+1.33%,0.0,,,
1472.0,KB 일본 컨슈머 TOP 10 ETN,12795.0,상승  45,+0.35%,0.0,,,
1473.0,KODEX 차이나A50,21275.0,하락  160,-0.75%,0.0,,,
1474.0,RISE 미국반도체NYSE,15395.0,상승  30,+0.20%,0.0,,,
1475.0,FOCUS AI코리아액티브,11520.0,상승  185,+1.63%,0.0,,,
1476.0,KODEX 일본TOPIX100,22545.0,하락  35,-0.16%,0.0,,,
1477.0,미래에셋 인버스 2X 옥수수 선물 ETN,25235.0,하락  10,-0.04%,0.0,,,
1478.0,RISE 글로벌테크놀로지(합성 H),31505.0,하락  60,-0.19%,0.0,,,
1479.0,미래아이앤지,870.0,상승  10,+1.16%,500.0,130.0,845.0,32.0
1480.0,KODEX 미국S&P500산업재(합성),33520.0,하락  200,-0.59%,0.0,,,
1481.0,KODEX 200롱코스닥150숏선물,8935.0,하락  175,-1.92%,0.0,,,
1482.0,대한항공우,22450.0,하락  250,-1.10%,5000.0,,,
1483.0,HANARO 글로벌생성형AI액티브,20715.0,상승  105,+0.51%,0.0,,,
1484.0,RISE 내수주플러스,8250.0,상승  70,+0.86%,0.0,,,
1485.0,TIGER 미국방산TOP10,9605.0,하락  105,-1.08%,0.0,,,
1486.0,메리츠 미국채10년 ETN(H),8150.0,상승  25,+0.31%,0.0,,,
1487.0,성문전자,1085.0,상승  18,+1.69%,500.0,451.0,609.0,5.0
1488.0,두산퓨얼셀2우B,8160.0,상승  170,+2.13%,100.0,,,
1489.0,KODEX WTI원유선물인버스(H),4090.0,하락  80,-1.92%,0.0,,,
1490.0,메리츠 인플레이션 국채 ETN,12135.0,상승  65,+0.54%,0.0,,,
1491.0,미래에셋 레버리지 미국 방위산업 TOP3 ETN,24215.0,하락  155,-0.64%,0.0,,,
1492.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),24215.0,상승  125,+0.52%,0.0,,,
1493.0,TIGER 200커버드콜,8040.0,상승  140,+1.77%,0.0,,,
1494.0,SOL 국고채3년,101725.0,상승  115,+0.11%,0.0,,,
1495.0,한투 레버리지 코스닥150선물 ETN,24035.0,"상승  1,765",+7.93%,0.0,,,
1496.0,대신 레버리지 코스닥 150 선물 ETN,24035.0,"상승  1,770",+7.95%,0.0,,,
1497.0,우진아이엔에스,3140.0,하락  15,-0.48%,500.0,1002.0,1135.0,-33.0
1498.0,TIGER TSMC파운드리밸류체인,15410.0,하락  70,-0.45%,0.0,,,
1499.0,삼성 레버리지 코스닥150 선물 ETN,23880.0,"상승  1,735",+7.83%,0.0,,,
1500.0,하나 레버리지 코스닥150 선물 ETN,23860.0,"상승  1,420",+6.33%,0.0,,,
1501.0,N2 미국달러 SOFR금리 플러스 ETN,11885.0,상승  15,+0.13%,0.0,,,
1502.0,KODEX 차이나2차전지MSCI(합성),6255.0,하락  70,-1.11%,0.0,,,
1503.0,메리츠 인버스 천연가스 선물 ETN(H),23695.0,하락  140,-0.59%,0.0,,,
1504.0,신한 인버스 코스피 200 선물 ETN,11775.0,하락  175,-1.46%,0.0,,,
1505.0,동원수산,5060.0,상승  30,+0.60%,5000.0,1419.0,1146.0,-194.0
1506.0,미래에셋 인버스 천연가스 선물 ETN(H),23515.0,하락  120,-0.51%,0.0,,,
1507.0,미래에셋 인버스 코스피200 선물 ETN,11750.0,하락  270,-2.25%,0.0,,,
1508.0,TIGER 삼성그룹펀더멘털,10575.0,상승  175,+1.68%,0.0,,,
1509.0,KODEX 배당성장채권혼합,13040.0,상승  40,+0.31%,0.0,,,
1510.0,한투 레버리지 은 선물 ETN,23395.0,상승  425,+1.85%,0.0,,,
1511.0,삼성 레버리지 코스피200 선물 ETN,23390.0,상승  910,+4.05%,0.0,,,
1512.0,신한 레버리지 코스피 200 선물 ETN,23380.0,상승  970,+4.33%,0.0,,,
1513.0,WON 미국우주항공방산,16685.0,하락  25,-0.15%,0.0,,,
1514.0,한창,1254.0,보합0,0.00%,500.0,663.0,903.0,2.0
1515.0,KODEX 미국S&P500헬스케어,12265.0,하락  15,-0.12%,0.0,,,
1516.0,N2 방위산업 Top5 ETN,11565.0,하락  45,-0.39%,0.0,,,
1517.0,신한 콩 선물 ETN(H),11520.0,상승  60,+0.52%,0.0,,,
1518.0,TIGER 코스닥150바이오테크,13160.0,상승  555,+4.40%,0.0,,,
1519.0,한투 레버리지 나스닥100 ETN B,11430.0,하락  120,-1.04%,0.0,,,
1520.0,KODEX TDF2040액티브,13800.0,하락  20,-0.14%,0.0,,,
1521.0,호텔신라우,30250.0,상승  150,+0.50%,5000.0,,,
1522.0,미래에셋 2X 미국 자율주행대표기업 ETN,22645.0,"하락  1,135",-4.77%,0.0,,,
1523.0,N2 iSelect 글로벌 EMP ETN(H),11295.0,보합0,0.00%,0.0,,,
1524.0,한국ANKOR유전,320.0,상승  13,+4.23%,0.0,,,
1525.0,PLUS 국고채30년액티브,115915.0,상승  400,+0.35%,0.0,,,
1526.0,ACE 일본Nikkei225(H),27955.0,하락  440,-1.55%,0.0,,,
1527.0,ACE 코리아밸류업,9705.0,상승  180,+1.89%,0.0,,,
1528.0,한솔PNS,1088.0,하락  15,-1.36%,500.0,3117.0,1249.0,-18.0
1529.0,한투 인버스 2X 구리 선물 ETN,22275.0,상승  245,+1.11%,0.0,,,
1530.0,PLUS 미국S&P500성장주,11120.0,하락  20,-0.18%,0.0,,,
1531.0,TIGER 우주방산,12350.0,상승  80,+0.65%,0.0,,,
1532.0,WON 전단채플러스액티브,50375.0,상승  10,+0.02%,0.0,,,
1533.0,SOL KIS단기통안채,109215.0,상승  5,0.00%,0.0,,,
1534.0,KODEX TDF2030액티브,12965.0,하락  30,-0.23%,0.0,,,
1535.0,SOL 코스닥150,11420.0,상승  405,+3.68%,0.0,,,
1536.0,KOSEF 미국달러선물인버스,8045.0,상승  10,+0.12%,0.0,,,
1537.0,KODEX 글로벌로봇(합성),19275.0,상승  25,+0.13%,0.0,,,
1538.0,삼성 인버스 2X 미국다우존스 선물 ETN,21815.0,상승  305,+1.42%,0.0,,,
1539.0,1Q 코리아밸류업,9480.0,상승  200,+2.16%,0.0,,,
1540.0,KODEX 보험,9455.0,상승  60,+0.64%,0.0,,,
1541.0,KODEX 미국S&P500테크놀로지,14950.0,하락  75,-0.50%,0.0,,,
1542.0,KODEX 33-06 국고채액티브,10980.0,상승  20,+0.18%,0.0,,,
1543.0,ACE 일본TOPIX레버리지(H),43065.0,하락  320,-0.74%,0.0,,,
1544.0,대신 인버스 2X 코스닥 150 선물 ETN,7175.0,하락  590,-7.60%,0.0,,,
1545.0,롯데지주우,26700.0,상승  300,+1.14%,200.0,,,
1546.0,TIGER 미국나스닥100ETF선물,10750.0,하락  80,-0.74%,0.0,,,
1547.0,한국주강,1898.0,상승  11,+0.58%,500.0,538.0,442.0,24.0
1548.0,HANARO 코리아밸류업,9525.0,상승  190,+2.04%,0.0,,,
1549.0,진도,1719.0,상승  49,+2.93%,500.0,564.0,1243.0,38.0
1550.0,대상우,15590.0,상승  70,+0.45%,1000.0,,,
1551.0,KB 인버스 2X KOSDAQ 150 선물 ETN,7120.0,하락  595,-7.71%,0.0,,,
1552.0,ACE 코스닥150,11845.0,상승  445,+3.90%,0.0,,,
1553.0,HANARO 글로벌럭셔리S&P(합성),19915.0,하락  285,-1.41%,0.0,,,
1554.0,RISE 200선물인버스2X,2505.0,하락  110,-4.21%,0.0,,,
1555.0,신한 33-12 국고채 플러스 ETN,10645.0,보합0,0.00%,0.0,,,
